Disponibilita,Necessari,Scadenza,Dimensione,Utilizzati,Y
4165,633,4,250,605,0
2807,845,8,250,426,4
4115,989,16,750,767,11
3004,754,6,750,18,0
1276,882,15,100,672,90
2955,441,7,1000,471,0
4684,412,7,1000,529,0
913,118,6,750,631,3
1064,115,11,1000,981,9
3377,785,10,750,278,0
289,8,9,1000,186,1
4335,351,17,100,204,0
3069,183,14,250,461,12
4045,241,15,1000,742,7
1011,268,15,750,439,7
3437,394,6,100,317,0
4548,913,3,750,938,0
4578,127,20,1000,905,13
4735,950,14,250,70,0
989,127,11,100,250,16
1360,744,12,1000,436,4
4439,292,9,1000,810,2
3765,123,7,1000,337,0
4879,375,17,500,105,0
466,862,12,250,377,18
2795,61,8,1000,90,0
3650,487,14,750,226,0
685,299,11,500,400,7
3360,353,16,500,46,0
4275,612,17,1000,513,5
2161,62,8,1000,871,4
1289,599,0,1000,610,0
2096,628,4,500,310,0
3874,315,14,100,752,62
246,649,19,500,540,20
2076,871,20,250,183,9
239,429,20,750,153,4
1159,264,11,500,523,9
2003,408,8,500,855,9
1596,439,0,1000,668,0
3238,252,9,250,965,19
2972,342,15,100,415,32
2348,873,1,750,134,0
1793,357,2,1000,272,0
2433,34,16,1000,256,1
845,703,7,500,190,2
4687,312,5,500,231,0
3710,339,15,500,66,0
2925,553,8,750,214,0
3535,735,18,1000,290,2
4329,461,6,500,157,0
3606,647,13,500,273,1
114,284,15,1000,753,11
1872,774,15,250,839,43
717,479,13,500,753,18
3327,313,4,500,221,0
1250,638,17,1000,506,7
1324,109,17,750,857,17
3262,493,4,750,338,0
1937,715,16,500,572,15
389,964,16,1000,93,2
2506,641,5,250,226,0
1238,445,15,500,639,16
3743,533,12,750,673,6
6,655,11,500,291,7
1621,670,14,750,654,10
2662,910,7,500,663,4
116,440,9,250,974,32
4468,179,11,1000,643,2
294,635,7,1000,749,5
2587,308,8,100,50,0
447,426,1,250,901,0
1201,86,1,750,887,0
3899,463,1,1000,76,0
2591,494,20,750,425,8
2165,834,15,750,4,0
1868,937,19,250,518,34
3278,163,2,500,362,0
3419,148,16,750,326,2
704,276,4,1000,115,0
4827,421,0,100,777,0
1715,411,15,250,705,34
286,474,20,250,808,62
4237,542,11,500,268,0
3312,185,2,100,338,0
4796,183,14,500,960,16
4411,744,9,500,775,5
1460,918,20,1000,463,8
4909,634,20,750,192,0
4876,307,9,750,173,0
3455,220,13,500,563,7
3770,496,11,500,733,8
3406,816,6,500,112,0
215,26,14,500,357,9
2047,566,16,750,398,6
400,512,4,500,928,6
2071,786,14,500,963,22
2229,201,13,500,914,18
18,267,14,100,91,14
4522,934,1,250,606,0
1162,861,19,500,955,34
1126,667,7,250,647,14
3531,222,5,250,731,0
4642,855,3,250,685,0
2602,570,4,100,172,0
2080,215,3,500,842,0
2325,661,0,250,81,0
4088,805,4,250,66,0
153,676,4,500,917,7
49,191,7,750,292,3
2854,471,18,1000,957,14
523,694,5,1000,11,0
756,606,15,1000,829,11
1412,128,1,750,857,0
4609,650,19,250,490,19
223,162,9,100,241,19
88,280,10,750,262,3
3095,609,10,500,684,7
1203,626,11,100,297,24
740,142,7,250,607,12
4769,775,11,100,939,54
4044,542,13,250,241,0
3226,776,2,500,564,0
972,889,20,100,651,123
4172,537,0,750,200,0
3525,291,11,1000,513,2
4889,486,5,500,953,0
4942,557,7,250,203,0
2817,935,13,1000,796,8
1423,418,13,750,718,10
2332,23,6,100,513,3
3218,111,2,250,228,0
2448,552,10,1000,118,0
2668,590,11,100,74,0
4878,306,3,1000,110,0
4978,873,13,750,550,3
1894,431,20,250,547,36
1323,726,19,1000,308,5
4854,392,13,250,986,29
116,718,0,500,181,1
1978,773,7,1000,118,0
4665,572,7,500,426,0
3968,600,20,100,97,0
660,581,13,750,198,3
246,637,0,500,27,1
3224,3,19,100,645,84
3851,746,6,100,648,1
1970,652,11,500,159,1
1100,463,12,500,685,14
1848,686,19,250,576,37
4004,971,17,1000,121,0
1095,737,5,750,115,0
2199,976,12,500,393,6
442,685,20,250,892,69
2716,442,6,750,338,0
809,879,5,250,68,1
2723,205,20,250,535,31
2088,576,6,100,530,11
4348,860,5,500,788,0
1920,445,5,750,191,0
3514,787,15,750,533,6
3784,17,17,1000,270,1
4100,535,12,500,25,0
1104,916,19,1000,575,10
1656,288,13,250,226,5
59,232,9,1000,878,7
1896,795,15,250,59,0
1698,712,19,100,307,45
388,941,3,750,11,1
4782,839,3,1000,115,0
1794,50,10,500,401,4
522,32,13,750,786,12
4860,112,14,1000,135,0
4923,307,4,1000,395,0
3841,710,18,500,546,12
217,49,6,750,141,1
4477,965,18,100,824,105
2593,55,14,1000,136,0
4517,826,9,500,520,1
4366,571,6,250,921,3
304,101,9,250,998,31
3857,417,11,750,671,4
1398,312,14,750,333,4
3449,697,9,750,388,0
4082,152,11,1000,202,0
2508,371,16,1000,530,6
3819,28,4,1000,269,0
1990,646,12,250,165,2
3719,436,19,500,72,0
3903,808,6,100,551,0
3100,424,11,500,778,10
2337,210,20,100,13,0
4474,174,5,250,758,0
172,333,19,250,309,23
2037,355,12,250,58,0
3672,419,1,100,599,0
1886,304,6,500,458,1
76,881,19,1000,245,5
334,280,4,100,831,24
3605,619,6,100,173,0
1003,130,2,1000,363,0
3243,825,7,1000,56,0
2470,738,15,500,957,23
4223,691,7,100,195,0
4987,663,15,250,326,1
1096,329,7,500,372,3
365,49,16,100,291,40
2826,258,8,500,178,0
3497,123,14,1000,442,2
4160,685,7,500,594,0
4388,338,5,100,330,0
3869,47,4,250,990,0
3711,362,13,750,268,0
3900,857,9,750,974,6
2951,537,14,1000,254,1
4093,532,5,100,656,0
803,524,15,750,362,6
1474,597,20,250,992,72
267,233,3,1000,833,2
3223,953,17,750,895,16
887,181,20,100,680,122
99,271,8,100,225,17
2028,32,3,100,897,0
976,998,2,500,795,2
2572,563,15,750,925,15
1349,580,12,500,645,13
3301,608,12,750,345,1
3507,337,11,1000,106,0
1901,598,9,500,181,0
1379,371,16,250,83,1
386,440,16,500,819,25
327,18,8,1000,86,0
2176,354,1,750,327,0
2000,653,16,1000,596,8
3936,776,20,750,390,6
2622,486,7,500,844,6
98,216,2,1000,1,0
431,14,12,100,663,69
1749,422,14,100,488,50
593,335,15,500,293,8
3475,598,7,1000,746,2
3294,859,19,500,133,0
1762,401,20,500,14,0
1193,578,17,250,145,7
1380,411,3,1000,274,0
3518,556,15,250,338,7
3952,287,13,100,276,0
361,700,15,1000,616,9
2978,894,6,1000,844,2
771,60,8,250,338,7
4949,72,8,1000,989,2
2615,485,1,500,817,0
3662,982,17,750,101,0
1845,703,15,100,804,101
4083,38,9,500,473,0
4611,195,20,1000,81,0
4120,960,17,250,108,0
513,456,12,250,718,31
4888,982,15,250,642,20
3248,747,2,250,489,0
1306,21,10,100,135,0
4477,300,7,100,252,0
1547,139,18,500,948,29
4507,31,18,750,765,11
1493,362,9,750,679,6
2313,118,6,750,837,3
2477,205,20,750,646,13
4334,97,20,500,866,24
3757,204,6,500,941,2
2191,283,17,1000,155,1
769,240,11,100,580,53
1158,795,9,250,341,9
2859,874,7,250,806,11
3321,669,11,100,771,51
2347,388,12,1000,363,2
4844,123,4,100,670,0
1519,550,18,750,514,10
4604,698,18,750,455,5
3647,766,15,750,528,6
5,714,7,250,960,26
282,831,20,500,936,37
2790,51,14,500,815,16
2918,89,19,250,102,0
2250,111,0,1000,252,0
1696,703,5,1000,99,0
2815,911,1,250,146,0
3831,140,20,500,466,10
4836,462,18,1000,305,1
1654,101,12,750,190,1
2762,55,2,1000,888,0
470,215,9,100,128,8
3554,601,10,500,948,11
965,62,17,500,734,22
4027,747,8,100,420,0
579,738,16,1000,160,3
2655,784,0,250,41,0
2366,975,16,500,829,22
2497,965,18,100,349,44
4061,246,13,750,179,0
308,594,20,750,72,2
56,484,18,250,418,30
2969,134,4,100,500,0
3992,228,6,100,975,11
3051,60,11,250,290,0
543,49,8,500,935,12
1709,931,0,100,362,0
2201,80,12,250,574,17
3783,150,11,250,968,24
1121,1000,13,500,696,16
549,446,12,1000,151,2
3417,842,16,100,151,0
829,634,2,250,328,1
1174,637,3,100,672,8
647,384,20,100,796,149
4219,496,1,1000,52,0
4991,409,17,1000,249,0
3124,44,6,500,414,0
4373,423,3,250,559,0
261,258,14,1000,806,10
4737,850,6,750,341,0
918,970,15,500,238,7
4706,592,1,500,291,0
601,549,18,1000,123,2
2387,540,17,500,873,24
1095,790,12,100,265,26
2623,277,2,1000,585,0
4678,583,18,750,646,9
1446,762,10,250,749,24
2586,360,7,500,299,0
1487,723,10,1000,751,6
2184,567,2,750,36,0
4805,734,0,750,633,0
3619,920,19,750,982,20
3616,425,12,500,994,15
1818,431,12,500,191,1
4729,929,17,250,536,19
2792,117,8,1000,299,0
4337,107,1,250,776,0
1113,787,12,750,936,13
4287,888,17,250,261,3
1275,355,13,100,270,23
2626,381,2,100,509,0
1411,554,4,500,809,3
598,297,6,1000,744,3
3570,320,3,750,234,0
1308,722,16,250,560,31
1839,294,8,1000,284,0
406,789,13,100,305,40
350,989,19,250,451,35
4928,117,2,750,168,0
3367,983,8,250,636,8
1993,587,6,750,542,2
494,608,16,250,574,35
2528,432,2,750,426,0
2818,719,7,750,153,0
265,870,2,1000,364,1
4427,665,8,750,672,1
4096,50,20,1000,325,2
2531,459,19,250,968,61
4120,54,6,100,508,0
3161,525,10,100,123,0
2709,494,18,750,744,14
4118,819,18,1000,72,0
4588,870,14,1000,837,7
3701,124,13,100,245,0
2649,362,4,100,427,0
4136,584,5,1000,21,0
1477,249,19,500,529,17
115,713,7,1000,425,3
2187,519,3,1000,8,0
1758,233,18,750,290,5
4927,317,5,750,194,0
2759,941,6,1000,369,0
1782,54,5,500,320,0
2432,680,1,500,47,0
4682,793,1,1000,258,0
1453,465,9,500,193,1
1407,742,16,250,953,55
1055,549,5,500,209,1
312,78,2,500,701,1
464,64,20,250,204,14
4639,799,11,1000,305,0
1517,939,4,750,366,1
1791,965,8,750,203,1
434,211,12,500,554,12
4594,938,9,250,151,0
2195,89,8,1000,303,0
1420,745,9,500,686,10
921,682,18,100,591,98
1242,114,3,500,874,1
2544,909,2,250,931,0
2597,624,6,1000,472,0
1701,899,19,500,154,4
4041,825,8,1000,332,0
1716,180,14,250,677,29
812,11,14,1000,61,0
3088,536,5,1000,133,0
1104,533,5,100,816,27
1162,477,9,750,988,10
2729,436,19,100,646,93
257,624,6,250,863,19
1904,738,4,100,811,13
65,464,9,500,123,3
4805,935,5,750,822,0
1492,927,6,500,411,3
2964,78,5,1000,220,0
3197,502,16,100,759,87
1963,403,16,1000,782,10
4046,667,5,100,779,0
2802,515,3,250,993,0
4237,167,7,1000,248,0
4735,348,9,100,786,19
3393,406,0,500,638,0
3634,793,0,100,75,0
3750,864,4,1000,708,0
273,339,20,1000,751,14
4367,585,12,1000,862,6
103,41,9,500,521,8
2154,842,0,100,826,0
4185,466,19,500,278,3
3518,169,5,250,776,0
1881,114,9,250,12,0
1156,764,4,500,207,0
2674,999,4,500,630,0
369,211,16,250,299,17
2117,45,12,1000,101,0
3390,857,6,1000,506,0
168,794,2,250,834,6
4617,339,1,100,882,0
2986,319,14,1000,267,1
412,471,2,750,530,1
542,920,15,500,285,9
2603,896,7,1000,662,2
2553,796,18,250,413,21
1019,140,14,750,52,0
590,306,16,1000,465,7
2830,219,16,1000,827,10
1550,99,8,100,185,0
2278,110,2,100,116,0
860,205,20,500,537,19
1146,100,10,100,144,2
1477,677,13,1000,403,4
2543,236,3,500,410,0
1712,231,5,500,221,0
1835,207,20,500,723,24
2503,777,10,100,109,0
3614,2,12,750,87,0
1543,700,6,250,791,12
4104,990,20,250,559,30
1213,465,6,1000,545,2
1410,289,11,1000,626,5
3049,139,2,750,72,0
2698,236,0,1000,643,0
3833,361,9,250,855,13
3839,358,15,500,862,17
3303,685,5,500,208,0
3922,378,12,500,131,0
4575,749,8,750,207,0
705,667,1,100,367,0
1851,929,11,250,863,31
586,365,11,250,271,10
4590,913,15,1000,499,3
971,993,0,250,54,0
320,333,3,500,887,4
1138,495,2,250,502,0
1901,405,20,100,611,101
3366,256,19,500,510,12
4466,261,9,1000,655,1
3865,167,8,750,28,0
2519,803,15,100,252,18
2785,55,17,250,842,43
1333,77,18,500,942,30
1764,714,13,500,187,2
3386,600,13,1000,699,6
2799,752,3,1000,322,0
665,933,16,500,752,23
4404,755,10,250,65,0
1750,970,10,250,172,3
3903,992,9,1000,484,1
3091,500,1,100,557,0
3773,398,4,500,971,0
2306,948,0,750,562,0
3619,263,6,750,740,0
2809,701,11,1000,596,4
3773,120,4,100,580,0
2171,678,15,100,753,90
2229,201,14,250,479,17
3847,269,16,250,989,45
2954,678,1,1000,168,0
4890,264,6,100,955,1
3683,894,7,750,366,0
3052,738,4,100,313,0
168,152,1,1000,311,0
4781,882,9,750,862,4
3531,444,4,250,186,0
757,12,18,250,452,28
2484,734,20,250,444,27
4340,924,10,750,888,6
4479,691,10,1000,885,4
3946,906,7,500,238,0
3937,501,7,1000,18,0
469,211,1,750,784,0
2256,735,8,1000,954,5
290,504,10,250,215,9
311,489,15,250,773,44
1312,237,16,750,126,1
4442,961,14,1000,538,4
1044,748,20,250,228,16
3872,622,14,750,562,5
3983,34,3,750,609,0
4617,256,12,100,989,65
2007,46,13,750,509,6
1041,337,4,1000,189,0
4195,358,2,500,841,0
2578,708,1,1000,483,0
2541,900,20,750,506,11
4328,1000,13,1000,275,0
12,416,19,250,176,14
660,26,11,250,345,11
2358,362,10,500,314,2
2021,159,2,100,661,0
3971,755,5,500,952,1
99,569,16,500,527,17
1307,325,14,1000,863,10
1785,935,1,100,588,0
2328,185,4,1000,746,0
611,267,0,100,635,0
2274,355,16,500,283,5
2877,130,19,1000,545,7
2593,323,5,750,926,2
4447,569,6,750,803,0
1478,702,7,750,524,3
1598,674,17,1000,14,0
3497,236,17,100,489,46
4623,764,3,1000,357,0
485,752,12,750,646,10
2905,750,11,250,191,0
1650,175,14,750,812,12
3734,258,9,750,31,0
3130,100,7,500,935,5
3501,355,4,500,605,0
2760,781,3,250,199,0
4594,631,0,100,941,0
247,996,10,500,577,12
4289,847,4,100,162,0
4759,97,10,500,580,1
4406,943,7,1000,303,0
317,606,16,750,151,3
2590,355,4,750,122,0
1070,530,10,750,976,11
2702,246,18,250,40,0
827,394,8,100,642,41
2069,620,14,250,51,0
2164,495,9,250,605,13
4610,562,6,250,358,0
2351,448,19,250,841,53
4806,730,17,500,508,8
1308,899,12,1000,105,1
2773,802,12,100,101,0
3880,161,4,250,602,0
2200,300,19,1000,88,0
346,106,13,250,828,39
2681,48,12,1000,642,4
3510,193,16,750,776,11
3387,252,20,750,196,1
1836,346,11,1000,916,8
2655,767,15,100,435,42
162,580,3,100,465,13
3782,698,11,750,472,2
3763,272,5,750,845,0
4822,628,9,750,531,0
2740,943,1,750,460,0
4981,551,12,100,686,31
1212,885,9,250,894,27
865,834,20,750,322,8
3980,508,7,250,27,0
2438,649,5,100,986,22
3782,416,9,500,247,0
3863,893,5,500,320,0
1996,881,19,1000,656,11
3881,676,4,250,586,0
4533,58,17,750,128,0
890,33,18,750,334,6
4968,502,9,500,764,3
3582,294,10,250,936,21
409,813,12,500,929,21
3467,132,8,100,745,19
3745,735,14,500,940,18
113,843,9,250,886,31
1587,961,14,1000,60,0
3696,942,20,750,473,8
2804,61,13,500,253,1
80,503,20,500,148,6
4223,76,20,750,914,18
2859,322,2,1000,404,0
1801,644,13,100,622,63
1589,961,0,250,768,0
18,701,12,1000,54,1
4358,120,0,100,62,0
1971,508,4,750,519,0
3115,350,6,750,639,1
903,164,15,500,256,6
2918,712,19,100,14,0
4744,427,8,250,870,7
4025,395,12,250,85,0
611,935,3,250,405,5
978,517,2,750,915,1
4081,927,20,100,621,86
3744,620,20,250,99,0
2070,684,8,100,296,7
1678,888,6,250,440,6
4268,851,10,750,671,3
4447,337,10,750,433,0
1804,589,19,750,930,21
4661,931,9,100,337,0
4637,760,5,100,652,0
2808,562,4,500,151,0
4073,120,15,500,520,7
4938,95,14,250,388,1
3775,169,4,750,250,0
2153,893,14,1000,913,11
266,448,20,250,744,57
4818,879,13,1000,262,0
1817,289,10,250,179,0
2812,68,15,250,675,27
1377,485,12,1000,537,5
933,752,8,250,443,12
3481,588,14,250,890,35
611,470,12,1000,789,9
4385,193,15,500,19,0
790,870,2,250,467,2
2472,632,13,250,568,20
4935,556,1,1000,824,0
3171,761,0,500,44,0
3858,44,15,250,860,33
3274,837,13,250,277,4
2787,265,16,500,246,2
3176,128,16,100,645,66
3683,265,9,1000,712,2
4262,734,10,500,255,0
4780,429,18,750,148,0
737,122,12,750,726,10
4027,999,15,250,30,0
1882,508,11,750,722,8
3557,854,5,250,408,0
1959,27,15,100,456,45
1957,333,10,250,454,10
1586,416,15,250,79,0
3289,231,19,250,939,55
180,533,13,750,190,4
4163,55,2,750,269,0
3860,752,4,100,628,0
2640,109,20,100,649,98
1816,936,12,500,579,11
1308,339,8,750,919,7
4886,559,3,750,888,0
1677,341,18,250,698,42
231,157,3,750,270,1
4196,221,6,100,585,0
1103,915,10,250,898,32
90,632,12,500,144,4
466,216,18,250,364,24
1470,798,11,250,569,20
1190,203,0,500,662,0
4381,225,10,100,351,0
700,918,14,100,571,76
430,480,5,250,669,11
4025,18,4,750,857,0
3805,602,12,100,980,76
1402,270,14,1000,565,6
3110,712,13,1000,978,9
102,742,5,250,684,14
1606,57,18,100,538,76
2678,917,12,250,679,23
4408,4,9,250,7,0
3972,144,18,500,152,0
361,766,16,250,207,14
2096,136,10,100,942,65
2814,513,0,500,143,0
3256,17,15,250,574,19
3612,935,18,1000,656,8
1371,202,18,1000,841,13
4583,844,19,250,682,34
73,395,20,750,453,12
427,866,0,1000,118,0
1892,888,13,750,693,10
2609,241,17,750,319,4
65,506,4,100,565,21
3810,2,14,100,551,34
1607,898,11,1000,550,5
2619,111,3,100,469,0
854,351,10,100,5,0
2525,574,4,250,166,0
3006,845,16,750,360,4
549,566,12,250,142,6
3734,148,2,500,773,0
115,503,7,1000,644,4
1047,335,8,250,410,9
3318,329,8,100,67,0
1822,614,18,250,640,39
4825,672,5,100,139,0
3019,463,13,750,82,0
3879,746,5,100,44,0
3736,898,20,100,63,0
2692,972,20,250,422,25
4083,439,17,250,619,25
219,860,12,750,590,10
3828,901,4,100,200,0
2598,234,0,100,216,0
2004,355,0,750,698,0
2638,773,5,250,468,0
450,216,16,1000,970,14
568,89,12,100,197,17
3275,740,11,250,600,14
2151,861,3,500,545,0
760,949,13,1000,461,6
3843,28,16,750,483,5
4907,458,9,250,73,0
676,15,11,750,114,1
4588,607,1,750,912,0
2230,19,14,500,632,12
4844,432,17,100,730,73
1114,996,11,1000,253,2
279,639,0,500,51,1
475,747,6,1000,659,4
2815,740,19,1000,32,0
3414,875,2,100,369,0
3686,918,18,500,218,2
1501,508,16,250,642,35
1274,769,15,500,413,11
2176,517,18,250,898,54
3485,192,9,100,490,6
1798,893,4,1000,83,0
4534,335,10,250,439,0
2981,552,8,250,63,0
2131,663,18,250,96,1
288,178,16,500,914,27
2748,769,14,100,71,0
4124,700,18,750,192,0
44,717,11,250,432,20
790,294,5,1000,657,2
67,211,6,750,319,2
1292,308,2,250,460,0
588,494,10,100,419,37
399,469,2,1000,711,1
4311,223,18,500,485,8
683,721,5,1000,192,1
3158,293,4,750,64,0
2638,742,12,500,429,6
209,310,7,750,720,6
4640,525,17,100,430,28
4132,561,1,1000,809,0
706,250,17,250,52,2
3920,37,10,500,504,1
4900,597,15,750,705,7
1653,517,16,750,727,13
491,137,18,100,73,9
3837,941,9,750,907,6
2669,118,5,1000,97,0
1008,774,3,1000,827,1
1596,96,16,750,223,2
2341,723,8,750,351,1
3093,636,15,500,258,2
2656,451,14,750,514,6
4248,872,14,750,490,4
1263,185,6,100,378,8
3699,120,7,750,70,0
237,361,1,250,402,0
1089,3,3,1000,394,0
1175,140,2,250,509,0
1592,398,10,500,311,3
782,907,7,500,486,6
10,583,19,750,241,7
1636,733,19,1000,259,4
2578,117,1,750,901,0
2201,416,18,250,549,30
3676,235,3,250,497,0
4895,870,19,250,466,17
4127,6,16,500,302,1
2402,928,1,750,429,0
3739,143,11,750,817,6
1390,371,11,500,147,1
3621,869,15,250,901,39
2343,631,7,750,249,0
433,60,4,1000,103,0
570,803,19,500,683,25
2009,787,17,750,86,0
3702,488,16,750,33,0
2106,640,3,1000,284,0
1893,456,5,750,576,1
91,741,0,250,892,0
1009,416,20,250,84,4
4071,306,13,100,931,74
3287,390,4,1000,53,0
4801,773,16,750,547,6
4680,271,19,1000,906,12
2531,23,15,1000,140,0
1687,708,10,750,340,3
3190,50,14,100,834,77
887,973,7,100,871,53
4386,960,11,750,235,0
1732,85,4,100,887,10
2291,356,13,500,216,1
3351,744,7,500,228,0
264,371,16,1000,207,3
3490,148,17,250,142,0
3774,931,6,1000,572,0
3613,364,14,750,438,3
1870,723,3,1000,951,1
472,74,9,100,828,62
1505,306,14,100,977,115
3933,830,0,500,167,0
45,611,5,500,446,5
4791,125,13,750,341,0
4127,336,8,100,488,0
2929,24,16,1000,10,0
4578,591,11,1000,217,0
412,252,17,100,705,111
4449,2,13,250,969,29
1255,213,10,250,201,3
3652,868,20,100,885,140
4568,817,5,1000,229,0
1375,363,7,100,407,14
4970,852,0,500,208,0
1637,114,2,500,489,0
678,10,4,250,976,9
45,15,5,250,78,1
3492,750,5,750,744,0
3717,606,2,1000,949,0
4938,749,16,250,624,21
3192,534,0,500,575,0
46,8,8,100,604,42
3205,666,6,1000,378,0
1234,311,11,500,193,2
4566,993,13,750,16,0
1656,921,0,750,407,0
52,897,12,100,179,28
534,62,20,250,403,29
3515,856,9,100,386,4
4680,919,20,1000,280,2
2424,89,8,750,337,0
976,190,15,250,113,3
1052,216,7,100,98,0
763,888,17,1000,431,7
1837,887,2,100,666,0
2659,993,15,1000,613,7
3006,5,5,1000,849,0
2821,731,11,500,692,10
1255,949,12,500,871,19
3790,435,6,250,604,0
3115,805,9,250,166,0
453,1000,7,750,778,7
1403,783,14,1000,21,0
435,701,9,100,78,9
4973,122,1,500,949,0
4228,976,4,100,607,0
1997,337,14,500,350,6
1878,310,8,750,162,0
4503,136,14,750,288,0
4846,512,0,250,131,0
2054,67,20,1000,811,13
1774,527,2,1000,320,0
1487,664,7,250,279,3
164,611,2,100,539,10
4869,800,1,750,220,0
2489,857,10,1000,917,7
1863,714,3,100,860,6
2105,916,10,250,164,1
3063,313,0,250,594,0
4536,185,9,100,971,34
4315,270,16,1000,920,10
1826,581,12,100,676,62
3503,50,15,1000,32,0
493,961,8,1000,728,6
3322,874,19,250,762,45
2356,358,0,100,500,0
977,354,14,500,144,2
1441,958,15,100,60,4
1011,291,5,100,823,26
4172,139,15,250,495,12
2709,499,5,1000,920,1
3516,21,12,750,179,0
1718,60,4,750,821,1
2751,916,9,750,345,1
1928,579,1,250,306,0
1935,53,2,100,376,0
831,810,16,1000,906,14
893,93,1,100,237,0
222,205,19,250,591,42
3027,195,4,750,879,0
3806,432,6,100,217,0
2045,356,1,500,760,0
1798,821,12,750,2,0
896,299,9,500,451,6
798,671,14,750,401,7
4309,914,11,500,763,8
1234,283,9,750,543,5
1829,726,11,250,920,32
3607,13,5,1000,669,0
4629,521,12,250,3,0
4517,347,7,1000,974,2
4289,685,12,1000,419,1
1113,801,1,250,864,0
825,677,17,500,742,23
2487,780,19,1000,366,5
561,76,11,250,931,35
3468,358,1,1000,866,0
1558,10,3,1000,941,0
3434,55,12,500,46,0
4755,819,9,250,532,1
4006,49,8,500,118,0
1380,322,5,100,598,13
2415,578,18,500,433,11
2084,40,13,500,690,12
3412,204,5,1000,146,0
4237,105,1,1000,54,0
695,29,19,1000,206,3
4057,485,3,100,364,0
1563,843,16,100,939,134
4421,355,2,100,309,0
727,453,11,100,192,16
3667,667,7,500,844,4
4546,161,6,100,499,0
351,503,10,250,392,15
3992,269,1,500,306,0
3646,619,19,500,241,3
4336,610,17,100,265,5
1962,268,14,750,59,0
4753,649,13,100,573,28
3724,32,20,500,121,0
282,357,6,100,245,13
4858,345,19,750,957,17
4985,189,1,500,78,0
219,25,1,750,539,0
3419,491,0,500,810,0
2465,418,10,750,250,0
652,926,15,250,144,9
2963,22,13,750,574,5
2557,23,10,750,403,1
4194,36,8,500,805,3
1726,537,3,750,463,0
1434,536,14,1000,64,0
1606,586,1,750,145,0
2590,883,20,1000,110,0
2153,277,9,250,673,14
3694,958,14,250,226,1
3026,486,0,750,697,0
3690,593,8,500,493,1
4200,122,9,750,547,0
244,134,11,100,461,45
2724,375,9,100,87,0
1484,784,11,1000,754,7
4792,59,14,1000,743,5
1887,759,8,750,883,7
4980,122,14,1000,244,0
3083,923,8,100,114,0
1180,362,17,250,822,49
1891,661,18,750,216,3
1874,904,17,100,400,54
3889,332,12,250,571,11
3373,842,14,750,784,10
2351,646,11,250,152,0
4377,456,18,1000,728,8
4210,659,18,500,515,10
2936,712,12,250,224,1
1229,164,7,250,235,1
4456,837,8,100,234,0
680,676,19,250,769,55
447,12,8,250,424,10
4939,475,11,100,6,0
2265,479,0,250,922,0
887,906,16,250,120,7
3324,471,4,250,944,0
2918,3,8,500,748,5
2291,364,15,1000,928,11
2387,335,6,1000,857,2
2135,474,6,750,605,2
2265,167,14,500,904,19
4378,679,15,750,158,0
4703,711,16,100,734,70
2129,509,15,100,910,111
469,467,6,750,530,4
894,128,20,250,518,36
162,391,19,250,349,26
4018,93,17,1000,797,9
47,275,13,1000,53,1
1726,306,9,500,250,1
3439,312,0,100,286,0
2124,915,19,250,80,1
2476,615,10,500,252,1
1871,777,14,750,52,0
743,971,13,1000,97,1
3389,33,13,100,813,64
3498,440,6,250,171,0
1207,915,1,100,354,0
1317,984,4,500,385,2
3112,728,20,750,387,7
3275,35,2,100,578,0
1551,601,8,500,322,3
2707,890,20,250,909,62
422,378,9,1000,744,6
1067,619,8,500,189,2
447,464,19,750,394,9
4552,255,0,750,703,0
893,209,5,1000,103,0
1744,102,1,750,646,0
821,481,9,1000,542,4
904,37,19,750,705,16
1948,801,10,500,671,10
3524,891,19,250,756,44
701,510,14,500,374,9
1938,86,18,250,499,27
3835,555,6,100,337,0
4910,645,15,750,881,11
2781,708,19,500,487,13
3318,866,6,500,982,5
1740,986,2,100,656,0
1933,158,14,1000,602,6
1941,539,0,1000,614,0
1230,250,4,100,97,0
90,348,9,100,115,12
1434,133,5,100,576,10
1321,142,20,250,983,70
3417,638,6,100,224,0
3205,202,18,250,164,0
4091,326,1,750,808,0
976,100,17,100,751,111
900,591,16,500,810,24
4381,901,18,500,646,15
4847,583,17,250,441,11
2869,979,7,750,997,5
3620,159,19,100,671,86
3866,472,20,750,209,1
4970,944,2,500,277,0
139,739,10,250,219,10
92,608,4,1000,224,1
1191,334,5,100,786,23
3491,761,20,500,436,11
2985,577,20,100,419,56
209,607,3,250,242,4
429,117,11,500,140,2
3868,403,17,1000,1,0
918,914,3,100,42,1
4943,205,0,100,417,0
4486,12,20,250,732,38
3609,797,12,500,15,0
1651,398,2,100,563,0
1600,992,19,500,623,21
1300,847,3,1000,44,0
4229,965,1,500,467,0
2150,52,1,100,505,0
1161,944,13,750,862,14
275,238,5,1000,117,0
1371,78,4,250,765,4
15,818,17,250,142,12
870,681,3,750,632,1
4763,205,14,100,376,3
2710,395,9,750,25,0
2302,404,12,250,290,5
3428,800,8,1000,804,3
1405,363,7,1000,859,4
1413,857,15,500,137,3
969,546,4,1000,969,2
3133,527,20,100,800,126
1480,791,8,500,91,0
89,481,0,250,749,0
4049,475,6,1000,691,0
2355,461,0,250,55,0
3519,311,3,250,612,0
1111,569,16,250,525,29
3816,687,8,100,363,0
1221,713,3,750,434,0
652,4,13,1000,98,1
